LIMIT_BAL,SEX,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,preds
30000,2,0,0,0,0,0,0,19594,20619,21631,22062,22707,23312,1346,1358,789,1000,981,1010,0
390000,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
180000,1,0,0,0,0,0,0,85703,84298,62201,81859,78566,77491,3614,2400,23500,3800,3700,500,0
390000,1,0,0,0,0,0,0,178087,185212,187648,192538,198828,206489,10000,7001,8001,10000,10000,14807,0
190000,1,-2,-2,-1,-1,0,0,-579,0,400,579,579,-421,579,400,579,0,421,0,0
50000,1,1,2,0,0,0,0,47201,47548,48402,28331,29174,29739,1400,1800,1100,1300,1200,1100,0
20000,2,0,0,0,0,0,0,11635,12604,12870,12726,13336,2496,2000,1308,1000,1000,50,0,0
230000,1,0,0,0,0,0,0,44734,47178,29582,38426,42500,43531,10120,20000,10000,5000,5000,5000,0
260000,1,-2,-2,-2,-1,-1,-2,8654,15260,6790,10070,585,435,15328,6914,10098,585,435,427,0
270000,2,1,2,2,2,2,2,234752,233036,229286,217644,223690,221413,10000,8000,0,16000,8000,0,0
80000,2,0,0,-2,-2,-2,-2,5988,0,0,0,0,0,0,0,0,0,0,0,0
280000,1,1,2,0,0,0,2,285249,276229,277026,280771,270992,111885,5,10031,10021,7111,34,171574,0
160000,2,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,390,0
200000,1,0,0,0,0,0,0,6618,6777,7957,4667,76187,74900,1900,3008,3500,73000,2700,3800,0
260000,2,0,0,0,0,0,0,50312,128072,55359,39189,49909,20782,85387,33061,5039,20154,2854,29,0
240000,2,0,0,0,0,0,0,238166,236686,186613,189470,119525,121178,8522,9100,8244,5000,5000,4011,0
10000,1,0,0,0,0,0,2,6974,7838,9002,9182,9729,9411,1134,1298,478,847,0,175,0
390000,2,0,0,0,0,0,0,45818,144656,148366,99008,69990,71935,100000,6000,3704,2741,3314,2556,0
40000,2,1,2,0,0,0,0,11402,10928,11940,12241,12544,12835,0,1200,500,500,500,500,0
140000,2,2,2,2,2,2,2,56528,57973,58679,59379,60636,61656,2800,2100,2100,2200,2000,2400,1
50000,2,2,2,2,0,0,0,41632,44069,37395,32284,32805,33751,3509,0,1302,1191,1492,1949,1
30000,2,2,2,2,2,2,2,26795,29654,28879,30892,30500,0,3300,0,2500,0,0,0,1
320000,2,0,-1,0,0,0,0,10668,44197,36538,34603,31596,30155,44462,12000,2000,1000,1000,5098,0
340000,2,-1,2,-1,-1,2,-1,6814,6167,24386,3570,3094,14645,0,24386,3570,0,14645,4534,0
280000,2,-1,-1,-1,-1,0,0,6491,-1277,8413,19825,22085,12316,4041,16830,19862,12098,19,7428,0
30000,1,0,0,0,0,0,-2,28949,30319,29400,30000,0,0,2233,1000,600,0,0,0,0
100000,2,0,0,0,0,0,0,43175,42669,42238,41646,40976,40503,1680,1722,1603,1406,1598,1502,0
140000,2,1,-1,-1,-1,-1,-1,-9,900,311,7867,1031,1117,909,311,7867,1031,1117,0,0
50000,2,0,0,0,0,0,2,28522,29906,34057,34611,38359,37592,1849,5000,1417,4488,0,1540,0
120000,2,0,0,0,-1,0,0,82865,82741,62914,60584,61412,55572,3652,1258,60584,1228,0,0,0
210000,2,-1,-1,-1,-1,-1,-1,742,742,742,742,742,316,742,742,742,742,316,746,0
140000,2,0,0,2,0,0,0,84539,96604,90785,95736,95912,97070,18000,0,10000,5000,6000,6000,0
360000,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
400000,1,0,0,2,0,0,0,2487,4708,2192,11111,5675,5071,4009,6,10248,4721,4114,1855,0
240000,2,4,3,2,2,2,2,47739,46712,45660,48905,47993,52015,0,0,4000,0,5000,2000,1
260000,1,1,-2,-2,-1,0,0,0,0,0,14855,13650,0,0,0,15055,0,0,0,0
260000,2,-1,-1,-1,-1,-1,2,12261,21670,9966,8517,22287,13668,21818,9966,8583,22301,0,3640,0
200000,2,0,0,0,0,0,0,79761,79515,80592,86216,88071,90842,3500,3000,7000,3400,4400,6500,0
150000,2,-1,-1,-1,-1,0,0,69333,2299,5290,17205,27130,3801,3401,5294,17211,14635,1,32784,0
300000,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
490000,2,-1,-1,-1,0,-1,-1,15838,11356,25409,15926,8604,8941,11404,25458,86,8711,5034,1345,0
50000,2,0,0,2,3,2,0,16094,18961,20857,20229,19623,19878,3155,2500,0,0,707,713,0
80000,2,0,0,0,0,0,0,54986,55111,55239,54892,45862,45086,1966,2055,1720,1458,1475,1587,0
50000,2,2,2,2,2,2,2,30619,31634,32317,32787,33416,34116,1800,1500,1300,1300,1400,1500,1
410000,2,2,0,0,0,0,0,348559,354506,363666,369776,368779,369358,13000,14600,15500,14000,13580,14000,1
150000,2,-2,-1,-1,-1,-1,-1,798,2305,1036,5022,3938,316,2309,1036,5048,3946,316,314,0
230000,1,0,0,0,0,0,0,208273,214423,214585,170063,176893,183699,10012,10000,10000,10000,10000,10000,0
220000,2,1,-2,-2,-2,-1,-1,0,0,0,0,5889,300,0,0,0,5889,300,165,0
10000,2,0,0,2,2,2,0,6759,8925,8637,10277,9736,9704,2450,0,1800,0,500,600,0
230000,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,2,0,0,0,0,0,0,70282,71463,60364,70420,62549,47683,4000,3000,11299,1943,2000,1684,0
80000,2,-1,-1,0,-1,0,0,4161,1819,6845,1813,8362,-783,2000,6689,1817,8100,0,4000,0
10000,1,0,0,0,0,0,0,2736,4050,5426,6743,8544,9858,3000,2000,2000,2000,2000,1000,0
250000,2,-2,-2,-1,0,0,0,0,0,19449,20623,21283,21943,0,19449,1500,1000,1000,1000,0
150000,2,-2,-2,-2,-2,-2,-1,1464,1576,264,330,1350,386,1586,264,330,1350,386,1259,0
80000,2,0,0,2,2,2,2,70411,75874,76710,74792,79636,77757,6657,2629,0,6000,0,3000,0
230000,2,-1,0,0,0,0,0,183500,147525,147391,149904,151816,103443,7000,5500,7000,6066,4000,5000,0
180000,1,0,0,0,0,0,0,78128,81976,83338,90031,93692,96100,5000,4000,8000,5000,4000,5500,0
260000,2,-1,-1,-1,-1,-1,0,1629,933,2218,4068,9829,21270,933,2220,4068,9829,11680,553,0
80000,1,0,0,0,2,0,0,39410,41460,46307,45324,41887,38600,3000,6000,0,2033,5000,1500,0
20000,1,0,0,2,0,0,0,19071,20442,20141,19888,20318,20364,2000,1200,1300,1000,1000,1000,0
300000,1,0,0,0,0,0,0,113807,103759,90827,78887,57682,35493,4511,3300,4505,4200,2500,25151,0
180000,2,-1,0,0,0,0,0,14525,13828,10394,17562,8495,5090,1347,5000,10026,5000,785,5000,0
270000,1,4,4,3,2,2,2,237881,232799,227597,230751,235931,240595,0,0,8400,9000,8700,9000,1
160000,2,0,0,0,0,0,0,140225,140745,139923,140815,139935,138912,5211,5000,5000,5000,5000,6000,0
360000,2,-2,-2,-2,-2,-2,-2,6276,16062,8539,8665,2132,745,16142,8630,8710,2142,748,3030,0
10000,1,2,2,2,0,0,0,2097,4193,3978,4062,4196,4326,2300,0,150,200,200,160,1
170000,2,0,0,0,0,0,0,166348,162319,165592,167482,171106,164042,7354,7464,6127,6550,6100,10000,0
20000,1,3,2,2,2,0,0,10216,10653,11371,10906,11588,12416,900,1200,0,1000,1400,0,1
500000,2,-1,-1,-1,-1,-1,-1,10483,23956,0,8500,4590,0,23962,0,8500,4590,0,0,0
60000,2,0,0,0,0,0,0,20866,22131,22685,24938,25085,28862,2000,2000,2950,926,4600,0,0
50000,2,2,2,2,2,2,2,46800,47830,48868,49470,48003,50755,2100,2100,1701,1,3906,0,1
50000,2,0,0,0,2,0,0,48771,50062,51016,48133,47822,48126,2106,4206,391,1700,1806,1700,0
180000,1,0,0,2,0,0,0,33331,35311,31648,23461,20671,17122,5317,23,208,10,51,0,0
200000,2,-2,-2,-2,-2,-2,-2,3023,3965,6843,1320,5983,1922,3965,6880,1320,5983,1922,12652,0
140000,2,2,2,0,0,0,0,159164,154983,116592,89475,83630,87733,0,5012,5000,5000,5000,20000,1
210000,2,-1,-1,-2,-2,-2,-2,1900,0,0,0,0,0,0,0,0,0,0,0,0
140000,2,0,0,0,0,0,0,142428,144105,143952,142590,142650,142620,10000,10000,6000,6000,6000,5600,0
50000,1,0,0,0,0,0,0,43469,44462,45510,46501,47119,47321,2015,2063,2054,1672,1946,1700,0
60000,1,0,0,0,0,0,0,17054,16963,17298,17889,17847,17827,1600,1300,1277,625,644,639,0
170000,1,0,0,0,0,0,0,171650,171841,171014,168142,169821,173014,6384,7540,7540,6301,6517,6035,0
170000,1,-2,-2,-2,-2,-2,-1,6115,868,2687,2885,2092,36612,872,2700,2899,2102,101556,8496,0
210000,2,1,-2,-1,-1,-1,-1,-974,-974,20363,770,0,6138,0,21337,770,0,6138,0,0
50000,1,-1,3,2,0,0,0,10695,10386,9993,9993,15300,0,0,0,200,5307,0,0,0
280000,2,0,0,2,2,2,2,75953,84005,86472,87457,88281,86749,9348,4700,3300,3150,0,3328,0
30000,1,0,0,0,0,0,0,19955,20348,18339,18794,23530,23531,1338,1500,1000,5000,2000,24,0
50000,2,1,-1,-1,0,0,0,0,1950,2576,12576,22397,15944,1950,2576,10000,10000,685,612,0
50000,1,0,0,0,2,0,0,47674,45472,51447,49895,20317,19460,1764,6739,29,700,704,705,0
20000,1,2,0,0,0,0,0,15794,16515,17827,17874,18288,18557,1281,1593,640,702,612,1000,1
320000,1,0,0,0,0,0,0,318022,321560,150062,139555,116315,106541,10810,4746,4241,3275,3265,2865,0
500000,1,0,0,0,0,0,0,32282,32307,7403,12225,16702,21253,5000,5000,5000,5000,5000,8000,0
170000,2,2,0,0,0,0,0,160189,150377,138779,129548,121625,108462,5936,4584,4002,4093,4187,4335,1
360000,2,-1,-1,-1,-1,-1,-1,10311,2758,1397,298,7950,60097,2758,1397,298,7950,60097,1200,0
120000,2,0,0,0,0,0,0,118016,117738,120127,119719,118042,120682,5720,5820,5670,4250,4450,4470,0
240000,2,0,0,0,0,2,0,135322,100522,84626,76205,46771,35207,4531,3728,3612,0,1100,2000,0
100000,2,0,0,0,0,0,0,84895,71271,71053,70405,71109,73905,3513,3169,3002,2022,3907,7145,0
80000,1,0,0,0,0,0,0,67692,63789,65771,28690,29137,29569,2763,3500,900,700,700,700,0
210000,2,-1,-1,2,0,-1,-1,576,3578,34,10734,30367,8193,3578,0,10700,30367,19644,4431,0
150000,2,-2,-2,-2,-1,0,-1,885,-123,-123,240,123,123,123,0,363,0,123,123,0
190000,2,0,0,0,0,0,0,97136,98767,101452,103471,104083,106359,4418,5452,5471,4083,4359,3697,0
10000,1,1,2,2,2,0,0,9503,7238,9407,8126,8838,9039,0,2310,0,1000,500,335,0
50000,2,0,0,0,0,0,0,48457,44932,20024,18830,18087,17616,1351,1561,628,775,1602,594,0
450000,2,-1,-1,-1,-1,-1,-1,108,-58,14276,1346,1448,4005,0,14500,1346,1448,4005,166,0
130000,1,0,0,0,0,0,-1,91016,36706,19802,11515,4261,45718,1848,1394,1015,99,47657,1681,0
50000,1,-1,2,2,2,0,0,36363,35483,48256,47098,46898,150,0,13500,0,0,0,0,0
150000,2,0,0,0,2,0,0,36717,37800,40874,39922,40953,42136,2000,4000,0,2000,2000,2000,0
160000,2,1,2,2,2,0,0,45057,46017,47188,46134,47063,50034,2000,2200,0,2000,3900,2000,0
30000,2,0,0,0,0,0,0,11896,12990,14073,15131,15579,16175,1600,1600,1600,1000,1000,1000,0
270000,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,2,1,-2,-2,-2,-1,-1,0,0,0,0,741,0,0,0,0,741,0,1669,0
170000,1,-1,-1,-1,0,0,-2,390,390,780,780,0,0,390,780,0,0,0,0,0
90000,2,-1,-1,0,0,0,0,18674,88907,90659,82827,79359,81401,92858,4100,3200,3100,3500,3500,0
160000,2,-1,-1,-2,-2,-2,-2,160,0,0,0,0,0,0,0,0,0,0,0,0
230000,2,-1,-1,-1,0,-1,-1,1886,8013,3962,1410,1410,1410,8034,4007,0,1410,1410,1410,0
150000,2,-2,-2,-1,-1,2,-1,11085,2500,190,3173,673,38100,2507,190,3180,0,38100,5000,0
50000,2,0,0,0,0,0,0,37586,38866,19240,20256,20918,22081,2000,1322,1338,1000,1500,1000,0
30000,2,2,0,0,0,0,0,27987,25690,27032,28070,29402,29854,1420,1762,1800,2089,1059,1123,1
50000,1,0,0,0,0,0,0,6618,7641,8651,8824,9008,9187,1133,1143,316,326,328,339,0
150000,2,-1,-1,-1,-1,-1,-1,5483,9136,17348,6456,12256,8156,9136,17348,6456,12256,8156,5256,0
210000,2,0,0,0,0,0,0,112901,110089,108775,107090,104037,101337,4910,3939,3792,3657,3631,3500,0
300000,1,0,0,0,-1,-1,2,34480,31159,18580,1400,6297,977,1472,1000,1410,6297,0,19480,0
50000,1,0,0,0,0,0,0,41970,31319,18172,18687,19234,19552,1291,1303,818,1000,787,559,0
290000,2,0,0,0,0,0,0,274558,256910,229566,148812,53157,47998,10700,11014,5800,1820,2000,2000,0
160000,1,-1,-1,-2,-1,0,0,4908,0,0,3166,3166,0,0,0,3166,0,0,4493,0
190000,1,0,0,0,0,0,-1,21628,20893,5869,29223,19616,148482,2000,3869,25128,10115,148482,4800,0
60000,2,2,2,2,2,2,2,46806,47758,48669,49559,50608,51426,2000,2000,2000,2000,1806,2300,1
180000,1,-1,-1,-1,2,-1,-1,3229,0,6709,6366,1950,1931,0,6709,0,1950,1931,16486,0
300000,2,-1,-1,-1,-1,-1,-1,1890,1570,390,390,390,390,1570,390,390,390,390,1890,0
240000,2,1,-2,-1,-1,-1,-1,-3,-3,2486,2500,580,490,0,2489,2500,580,490,177,0
100000,2,0,0,0,0,0,0,81152,81912,83231,62421,63814,65164,3000,2700,2270,2433,2530,2400,0
80000,2,0,0,0,0,0,0,14376,15689,16393,16724,17086,17431,1435,1139,470,500,490,544,0
10000,1,0,0,2,0,0,0,5236,7202,7434,7660,7822,8191,2200,500,500,285,500,500,0
230000,2,0,0,0,0,0,0,30818,31209,32211,31647,34304,36849,2000,2000,1113,5000,5000,2000,0
360000,2,0,0,0,0,0,0,40514,31871,27793,19409,18093,10800,1800,2025,3000,2000,1000,2000,0
520000,1,-1,-1,-1,-1,-1,-1,2292,5139,8290,35024,10881,7208,5227,8309,35026,10883,7310,4890,0
60000,2,0,0,0,0,0,0,56285,56894,57006,28198,23888,24083,5000,2156,3017,2009,3000,3000,0
50000,2,0,0,2,0,0,0,50332,51247,50073,26550,25842,25996,4210,0,1500,1090,2000,2000,0
180000,2,-2,-2,-2,-2,-2,-2,-30,2200,5643,2285,1498,3092,2230,5643,2298,1502,3101,2959,0
200000,2,-1,2,2,2,0,0,52439,51040,56205,54723,58657,59983,0,6000,0,5000,2286,3000,0
90000,2,0,0,0,0,0,0,11181,11237,9442,5318,11928,15558,3194,8823,0,7000,6660,10000,0
110000,1,0,0,0,0,0,0,102274,103275,105225,83722,78894,74659,3734,3653,2914,2627,2624,4138,0
50000,2,0,0,0,0,0,0,47867,40937,28868,44751,27557,29125,2083,1840,31000,977,2003,1214,0
80000,1,0,0,0,0,0,0,80233,79849,77796,30300,29922,29120,4000,2300,1300,1300,1500,1500,0
50000,1,0,0,0,2,0,0,8608,10300,12711,12210,12508,13306,2000,2900,0,500,1000,1000,0
250000,2,-2,-2,-2,-2,-2,-2,331,0,0,0,0,0,0,0,0,0,0,0,0
210000,2,-2,-2,-2,-2,-2,-2,-81,-81,-81,-81,-81,-81,0,0,0,0,0,0,0
440000,1,0,0,0,0,0,0,186061,232558,312398,222336,223882,130672,50000,100448,7015,6422,6086,4000,0
200000,2,0,0,0,0,0,0,65489,41413,40400,25570,10060,8619,4013,2684,5625,1020,3044,39777,0
100000,2,0,0,0,0,0,0,94657,81175,63464,45910,46996,42935,3000,2009,3000,2000,2000,1701,0
20000,2,0,0,0,0,0,0,10109,11153,11841,4725,9135,18355,3000,2000,1200,5000,10000,8906,0
80000,2,0,0,0,0,0,0,75768,78069,79196,25722,26261,26784,3500,2934,897,929,935,984,0
100000,1,1,2,2,2,2,2,15420,16927,16432,18019,17501,18786,2000,0,2100,0,1500,0,0
50000,1,0,0,-2,-2,-2,-2,4332,0,0,0,0,0,0,0,0,0,0,0,0
90000,2,-1,-1,-1,-1,-1,-2,595,207,18189,557,0,0,207,18281,557,0,0,0,0
310000,2,-1,-1,-1,-1,-1,-1,1815,3689,20524,7986,1100,9622,3689,20658,7986,1100,9622,0,0
160000,1,-1,-1,-1,-1,-1,-1,632,0,632,316,0,316,0,632,316,0,316,316,0
150000,2,-1,-1,-1,-2,-1,-1,3003,2688,3125,9643,4383,2225,2698,3137,9643,4395,2229,3041,0
320000,1,-2,-2,-2,-2,-2,-2,1877,4094,4664,3878,22483,4097,4114,4687,3985,22595,4117,5838,0
330000,2,0,0,0,0,0,0,21333,25915,25036,21804,19228,18799,5000,5200,6000,4300,5000,4000,0
200000,1,-1,-1,-1,-1,-1,-1,2343,3943,1443,1443,1443,1443,3943,1443,1443,1443,1443,1443,0
110000,2,0,0,0,0,0,0,53152,45002,42051,30803,28377,29053,1725,1774,1526,1100,1200,1081,0
280000,1,-1,-1,-1,2,-1,-1,10831,4211,3057,1333,302,5419,4216,4585,0,302,5419,1005,0
280000,1,-1,-1,-1,-1,-1,-1,1585,6416,16387,2967,1087,2644,6416,16387,2981,2644,2644,820,0
30000,2,0,0,2,0,0,0,27838,30715,29322,28015,28610,28884,3330,0,1148,1195,910,1000,0
150000,2,-1,-1,-1,0,0,0,330,330,63917,59865,59258,57924,330,63917,2100,2100,2200,2200,0
220000,2,5,6,5,4,3,2,216435,219973,215959,210438,207114,210491,8355,1000,0,0,6800,97,1
50000,1,0,0,0,0,0,0,50000,37891,8434,8604,8865,9058,1150,1200,310,400,340,301,0
30000,1,0,0,0,0,0,0,11355,12670,13383,14699,14688,16749,1512,1225,1541,530,2302,0,0
30000,1,-2,-2,-2,-2,-2,-2,836,836,390,390,390,0,836,390,390,390,0,780,0
20000,1,0,0,0,0,0,-1,17584,19819,11280,3680,4480,1650,3013,1005,1000,3000,1650,0,0
80000,1,0,0,0,0,0,2,48329,45920,47186,46882,49170,48269,5004,5013,5000,4000,0,2002,0
520000,2,0,0,0,0,0,0,485298,499489,413019,168770,168964,191188,22000,18300,26500,30000,27000,25000,0
360000,2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,2,0,0,0,0,0,-2,3817,8545,8961,11676,1189,0,5000,1285,3000,1189,0,8832,0
80000,1,0,0,2,2,2,2,28054,31201,31594,30787,34513,34995,3600,1200,0,4246,1200,1500,0
100000,2,0,0,0,0,-1,-1,30092,30486,30178,29735,14718,29427,1553,5000,87,14761,29514,330,0
300000,2,1,2,2,-1,-1,-1,5975,5312,1896,1523,2559,2881,1905,5,1527,2569,2889,2074,0
200000,2,0,0,0,0,0,0,22065,23382,21522,8815,4280,0,2000,1128,4280,0,0,0,0
30000,2,2,2,2,2,2,2,28859,28116,30226,29454,31775,30743,0,2900,0,2787,0,1445,1
500000,1,0,0,0,0,0,0,107595,109605,113409,114191,117285,120388,5000,5571,4152,5000,5000,5000,0
100000,1,0,0,0,-2,-1,-1,13565,8130,-332,-732,-1782,-2250,1000,0,1732,1268,2000,3500,0
120000,2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,2,0,0,2,2,0,0,4621,6527,7776,7502,7651,7811,2150,1500,0,274,283,436,0
310000,2,-2,-2,-2,-2,-2,-2,594,235,5641,0,0,0,477,5648,0,0,0,2287,0
80000,2,0,0,0,-1,-1,-1,12011,10484,12190,4000,0,4000,3794,6000,6500,0,4000,0,0
190000,2,0,0,0,0,0,0,112039,114347,102229,83779,72666,63714,4600,4500,4000,2900,2800,3000,0
500000,1,-2,-2,-2,-2,-2,-2,2634,1108,1318,36032,0,11270,1119,1318,36032,0,11270,28051,0
170000,1,2,2,0,0,0,0,177116,172711,167796,168915,121713,120909,0,6700,6000,4500,6000,4100,1
50000,2,3,2,2,2,0,0,22613,21957,24482,24693,25283,27367,0,3200,910,1000,2500,0,1
50000,1,0,0,0,0,0,0,47410,48705,46776,48218,41037,9288,2100,2000,2300,2100,470,350,0
50000,1,0,0,0,0,0,0,11030,12048,13145,14160,14441,14743,1203,1300,1235,516,534,537,0
150000,2,0,0,0,0,0,0,146778,139111,134382,134593,91112,68482,6554,10000,4749,3304,2285,700,0
50000,1,0,0,0,0,0,0,25411,26989,28245,29176,28696,29321,2000,2000,1500,1000,913,1800,0
170000,2,2,-1,-1,0,0,0,520,1316,6779,3416,2941,3518,1339,6779,2000,97,1002,1018,0
240000,1,0,0,0,0,0,0,210522,224877,208870,107964,227939,232618,20000,8403,4978,220000,8638,8584,0
140000,2,0,0,0,0,0,0,25118,18948,16923,12103,11519,11611,2000,2001,401,1000,1000,1000,0
20000,1,0,0,0,0,0,0,30892,16348,13593,10236,17541,16322,5000,2015,3000,10005,3414,270,0
90000,2,0,0,0,0,0,0,56754,58835,59461,60974,62339,63648,3000,2200,2500,2500,2500,2600,0
180000,1,0,0,0,0,0,0,51496,51588,51869,52999,52096,52704,1838,2000,2468,1850,1909,1902,0
80000,2,0,0,0,2,0,0,69589,72802,77106,74420,76220,77877,5000,6100,0,3000,3000,3000,0
50000,2,3,2,2,0,0,0,34542,30557,29577,29529,28276,28768,1000,1000,1000,1000,1000,1000,1
20000,1,5,4,3,2,2,-2,19977,19375,18405,17680,18000,19000,0,0,0,1500,1000,1000,1
120000,2,0,0,0,0,0,0,23331,12125,13903,13858,14777,46061,5000,5000,5000,5000,10000,6000,0
300000,2,-2,-2,-2,-2,-2,-2,5972,1854,2105,835,1761,2849,1857,2109,835,1761,2853,6282,0
360000,2,0,0,0,0,0,0,297275,307394,314534,289355,274484,247998,20000,15000,19355,10000,10000,10000,0
180000,1,2,2,2,2,2,2,36086,37196,36322,38808,39474,40297,2000,0,3405,1600,1600,1700,1
200000,2,-1,-1,-1,-1,-1,-1,313,0,313,152,148,498,0,313,152,148,498,148,0
240000,2,-2,-2,-1,-1,-2,-1,-3,-3,1130,3525,0,2116,0,1133,3525,0,2116,7442,0
210000,2,-1,-1,-1,-1,0,-1,188,971,2871,5087,1943,3392,971,2871,5087,0,3392,4000,0
400000,2,0,0,2,0,0,0,74829,77970,70557,71867,72137,72955,7017,0,3200,2750,3000,5800,0
30000,1,0,0,0,0,0,0,28509,29739,29372,29514,27226,25408,2003,1504,2017,2000,1000,1100,0
440000,1,-1,-1,-1,-1,-1,-1,4330,8369,16786,396,600,3596,8369,16786,396,600,3596,4095,0
80000,2,0,0,0,0,-1,-1,68519,69493,70656,72290,390,390,2500,2671,3308,390,390,390,0
50000,1,3,3,2,2,2,-2,65766,59702,55899,54275,20280,20038,0,2100,0,62013,858,869,1
200000,1,1,-2,-1,0,0,0,-57,-382,1293,968,643,318,0,2000,0,0,0,1370,0
200000,1,0,0,-1,0,0,0,202225,-4359,190829,96686,100131,102467,1029,200000,10000,5000,4000,4000,0
90000,2,0,0,0,0,0,0,43310,40275,37800,37323,34396,34938,2500,3000,3000,2000,3000,3000,0
10000,2,0,0,0,0,0,0,6632,7095,7565,8854,9229,8376,2000,2000,2000,1000,1000,1000,0
240000,2,-1,0,0,0,0,0,12365,92184,86507,89138,91118,93229,90500,3000,3000,2500,2500,3000,0
20000,1,-2,-2,-2,-2,-2,-2,1651,0,390,390,780,0,0,390,390,780,0,0,0
360000,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,1,2,0,0,0,0,0,17870,18740,19343,19402,11731,0,1462,1367,682,627,0,0,1
310000,2,0,0,0,0,0,0,180225,85799,103459,80237,74627,52057,10000,20000,10000,6000,5000,5000,0
180000,1,0,0,0,0,0,0,89560,90940,92868,94243,94888,95819,3460,4000,3501,2690,3000,2603,0
50000,2,-1,-1,-1,-1,-1,-1,1156,316,316,316,316,316,316,316,316,316,316,316,0
50000,2,2,2,2,2,0,0,50583,50974,51688,50024,29381,28957,2300,3000,0,800,808,1200,1
260000,1,-1,-1,-1,-1,-1,-1,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,0
50000,2,0,0,-1,-1,-1,-1,7439,8280,3403,1999,500,0,1028,3423,2005,501,0,0,0
20000,2,0,-1,-1,0,-1,-1,4261,7830,17213,4781,3178,15834,7830,17221,1203,3178,15834,0,0
30000,2,3,2,2,0,0,0,29657,30320,28991,29066,29340,30786,1763,0,1178,1223,2435,1200,1
360000,1,0,0,0,0,0,0,90071,83204,75869,58219,45605,32245,3032,2311,1570,1500,983,3000,0
190000,2,0,0,0,0,0,0,76433,78472,80548,81778,83082,84811,3300,3331,3359,2663,2751,3000,0
50000,1,-1,2,2,-2,-2,-2,1170,780,0,0,0,0,0,0,0,0,0,0,0
320000,1,2,2,2,2,2,2,206732,201932,215392,218370,220977,225021,0,18300,8000,7700,7700,0,1
30000,2,0,0,0,0,0,-2,27447,28623,28700,29300,0,0,1923,1000,600,0,0,0,0
260000,2,-1,-1,-1,-1,0,-1,399,399,399,798,399,399,399,399,798,0,399,399,0
300000,1,0,0,0,0,-1,0,39260,29318,16703,16000,10154,10154,2052,3012,2048,10154,0,4589,0
490000,1,-1,-1,-1,-1,-1,-1,389,376,467,78,399,10,377,481,1,711,1,1,0
80000,2,-1,-1,-1,0,-1,-1,666,666,1332,666,666,416,666,1332,0,666,416,416,0
50000,2,0,0,0,0,0,0,45163,25870,28027,28007,28770,28929,1500,3000,1200,1200,1162,1000,0
230000,2,1,2,0,0,-1,-1,46628,45253,10507,6742,4387,1670,0,1000,135,4387,1670,2798,0
300000,2,1,-2,-2,-2,-1,0,0,0,0,0,1894,2394,0,0,0,1894,500,4662,0
200000,1,-2,-2,-2,-2,-2,-2,3528,1190,1958,-5,1013,2350,1196,1968,200,1018,2361,2500,0
410000,2,0,0,0,0,0,0,338106,342904,344464,240865,234939,240176,15000,14000,9000,8500,9000,8300,0
70000,1,0,0,0,0,0,-1,59841,60021,58476,20717,11473,22021,2610,1366,414,229,22021,668,0
50000,1,0,0,0,0,0,0,50657,50529,49162,19969,19893,20282,2015,2190,809,3012,5795,2001,0
320000,2,-1,-1,2,-1,2,-1,10159,37758,15591,39240,28424,25120,38075,0,39424,0,25120,35375,0
130000,2,2,3,2,2,2,2,19690,19085,18491,20579,19950,21625,0,0,2400,0,2000,0,1
190000,2,1,-2,-1,0,0,-1,0,0,2251,2251,497,7681,0,2251,0,600,9289,6374,0
130000,2,0,0,0,0,-2,-2,100143,50456,50000,0,0,0,2500,1000,0,0,0,0,0
20000,1,0,0,0,0,0,0,5250,7151,9024,10865,12677,14309,2000,2000,2000,2000,2000,2000,0
50000,2,-1,-1,-1,-1,-1,-1,3737,0,7752,596,18396,5769,0,7752,596,18396,5769,5769,0
80000,2,2,2,2,0,0,0,84052,84787,77572,77123,49823,50680,7100,0,3500,2500,2000,2000,1
50000,2,2,0,0,0,0,0,27752,28787,29800,30393,31031,33020,1487,1500,1081,1121,2500,0,1
80000,2,0,0,0,0,0,0,19188,18774,12339,11312,8324,7079,1374,1235,1101,270,1000,1000,0
10000,2,0,0,0,0,2,0,8536,8617,7902,9166,8885,9185,1117,1302,1566,0,429,182,0
